gridRow	gridColumn	spotRow	spotColumn	Name	GeneId	GeneName	ClusterId	Annot
2	4	3	9	RC0-HT0374-031-C12	AW384219	MYC	Hs.202453	v-myc myelocytomatosis viral oncogene homolog (avian)
2	4	3	10	MR1-HT1064-005-D02	BF839730	HSPC121	Hs.458288	butyrate-induced transcript 1
2	4	4	1	MR2-UM0025-104-F01	BF378455	PSKH1	Hs.415796	protein serine kinase H1
2	4	4	2	CM0-ET0163-687-G02	BF875916	DYRK1B	Hs.130988	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B
2	4	4	3	QV1-LT0035-101-E07	BF357711	KIAA0020	Hs.443866	KIAA0020
2	4	4	4	MR4-GN0227-001-G10	BC011031	CRH	Hs.75294	corticotropin releasing hormone
2	4	4	5	MR0-BT0659-003-C06	BE084725	ZBTB8	Hs.129837	zinc finger and BTB domain containing 8
2	4	4	6	QV3-OT0065-137-H03	AW884372	MYO9A	Hs.309398	myosin IXA
2	4	4	7	QV3-TN0167-416-F05	BF888063	ZNF350	Hs.407694	zinc finger protein 350
2	4	4	8	CM1-NN1003-184-G02	AF143740	CXorf15	Hs.201624	chromosome X open reading frame 15
2	4	4	9	CM0-MT0027-418-C04	X57250	GPR77	Hs.2161	G protein-coupled receptor 77
2	4	4	10	MR0-HT0157-011-H07	BE142955	TSNAX	Hs.96247	translin-associated factor X
2	4	5	1	RC4-NT0117-011-F01	BC005374	TXNDC4	Hs.154023	thioredoxin domain containing 4 (endoplasmic reticulum)
2	4	5	2	PM2-NN0088-004-C07	BI033221	C9orf19	Hs.302766	chromosome 9 open reading frame 19
2	4	5	3	CM0-HN0205-808-B07	BC001060	PAX8	Hs.308061	paired box gene 8
2	4	5	4	CM1-AN0080-529-G03	BQ292277	LRPPRC	Hs.182490	leucine-rich PPR-motif containing
2	4	5	5	CM0-UM0001-258-B09	AW792877	DKFZP434F2021	Hs.377974	DKFZP434F2021 protein
2	4	5	6	QV0-FN0181-306-F03	BE840063	SYT7	Hs.27495	synaptotagmin VII
2	4	5	7	QV2-NN0045-404-G01	BF942849	TRAF3	Hs.297660	TNF receptor-associated factor 3
2	4	5	8	CM4-LT0061-097-F10	AK001320	FLJ10458	Hs.85570	Notchless gene homolog (Drosophila)
2	4	5	9	PM3-BT0545-001-D05	AW373992	PTS	Hs.415877	6-pyruvoyltetrahydropterin synthase
2	4	5	10	PM0-BT0340-003-C03	AW372315	IRF6	Hs.355827	interferon regulatory factor 6
2	4	6	1	RC2-TN0082-011-B03	BE844071	FLJ10769	Hs.8083	hypothetical protein FLJ10769
2	4	6	2	CM3-OT0046-151-A11	NM_020397	CAMK1D	Hs.130065	calcium/calmodulin-dependent protein kinase ID
2	4	6	3	PM2-SN0018-002-C09	AW864744	ECM2	Hs.117060	extracellular matrix protein 2, female organ and adipocyte specific
2	4	6	4	QV3-LT0048-068-H05	AW608168	MMP9	Hs.151738	matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)
2	4	6	5	RC0-BT0387-011-D04	AK025376	COQ4	Hs.20159	coenzyme Q4 homolog (yeast)
2	4	6	6	QV0-ET0001-319-C09	BE826989	NDRG2	Hs.243960	NDRG family member 2
2	4	6	7	QV3-HT0636-287-H02	AF071593	WHSC1	Hs.110457	Wolf-Hirschhorn syndrome candidate 1
2	4	6	8	PM0-UM0018-004-F01	BE774530	CSTF3	Hs.180034	cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa
2	4	6	9	QV3-KT0017-489-E02	BF736821	SPAG4	Hs.123159	sperm associated antigen 4
2	4	6	10	MR3-HN0152-007-H02	BI003055	DKFZp564I1922	Hs.72157	adlican
2	4	7	1	MR2-HT1048-002-D08	BF843203	CASP14	Hs.248226	caspase 14, apoptosis-related cysteine protease
2	4	7	2	PM2-AN0093-008-A11	BG945440	ACTN4	Hs.374303	actinin, alpha 4
2	4	7	3	QV4-NT0028-179-A11	AW889289	SAMD4	Hs.98259	sterile alpha motif domain containing 4
2	4	7	4	RC2-BN0405-011-H07	BF748513	ARHGEF10	Hs.436196	Rho guanine nucleotide exchange factor (GEF) 10
2	4	7	5	MR0-HT0407-003-C02	BE159216	GBP4	Hs.409925	guanylate binding protein 4
2	4	7	6	QV0-NN0110-240-C04	BE700839	ACVR2	Hs.389846	activin A receptor, type II
2	4	7	7	QV1-AN0059-296-G05	U09582	TP53BP2	Hs.44585	tumor protein p53 binding protein, 2
2	4	7	8	CM0-TN0038-552-A01	BF091503	LOC90806	Hs.157078	similar to RIKEN cDNA 2610307I21
2	4	7	9	QV3-BN0045-156-B04	AW996205	OSR1	Hs.95220	oxidative-stress responsive 1
2	4	7	10	MR2-NN1111-006-G09	M96859	DPP6	Hs.390175	dipeptidylpeptidase 6
2	4	8	1	QV4-UM0095-360-E06	BE939551	GHITM	Hs.352656	growth hormone inducible transmembrane protein
2	4	8	2	RC2-DT0002-015-H02	AW934825	MGC5309	Hs.13885	hypothetical protein MGC5309
2	4	8	3	MR0-BN0070-007-E07	AW999396	SEL1L	Hs.181300	sel-1 suppressor of lin-12-like (C. elegans)
2	4	8	4	RC1-MT0159-021-F09	BF897511	ITGB2	Hs.375957	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)
2	4	8	5	RC4-BN0073-011-B12	BE000623	MAT2B	Hs.54642	methionine adenosyltransferase II, beta
2	4	8	6	QV0-NN1021-314-G07	BE701913	TRAM1	Hs.4147	translocation associated membrane protein 1
2	4	8	7	QV3-BN0046-129-B09	AK026363	MRPL9	Hs.288936	mitochondrial ribosomal protein L9
2	4	8	8	QV3-HT0460-092-F05	BE163454	FLJ13639	Hs.101821	hypothetical protein FLJ13639
2	4	8	9	QV2-MT0130-480-H11	BF894750	PET112L	Hs.119316	PET112-like (yeast)
2	4	8	10	MR2-HN0036-004-E10	BF826333	PCDHGC3	Hs.283794	protocadherin gamma subfamily C, 3
2	4	9	1	RC4-GN0323-022-B09	BC031413	ABAT	Hs.1588	4-aminobutyrate aminotransferase
2	4	9	2	RC5-ST0178-011-A12	AW390057	TAF4	Hs.24644	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa
2	4	9	3	MR4-NT0142-105-A03	BI038598	CAMKK2	Hs.297343	calcium/calmodulin-dependent protein kinase kinase 2, beta
2	4	9	4	CM1-MT0244-640-E04	BF902394	FGL2	Hs.351808	fibrinogen-like 2
2	4	9	5	RC2-BN0120-013-G04	BE005681	TMEFF1	Hs.336224	transmembrane protein with EGF-like and two follistatin-like domains 1
2	4	9	6	QV4-CI0098-462-C01	BF799785	BRIP1	Hs.87507	BRCA1 interacting protein C-terminal helicase 1
2	4	9	7	QV3-BN0095-158-H12	BE003581	EMP1	Hs.306692	epithelial membrane protein 1
2	4	9	8	QV3-BN0047-278-D08	BF327033	ZNF462	Hs.16493	zinc finger protein 462
2	4	9	9	MR3-KT0050-003-D07	BQ300181	PKIG	Hs.3407	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
2	4	9	10	PM0-HT1076-003-E05	BG991796	FA2H	Hs.132380	fatty acid 2-hydroxylase
2	4	10	1	RC4-BT0312-013-G12	BE064613	SEPHS1	Hs.124027	selenophosphate synthetase 1
2	4	10	2	MR0-HT0559-030-F01	BE708386	NRD1	Hs.4099	nardilysin (N-arginine dibasic convertase)
2	4	10	3	QV4-BN0090-199-G10	NM_006626	ZNF482	Hs.3053	zinc finger protein 482
2	4	10	4	MR4-NT0141-213-A11	BC000579	PRPF8	Hs.181368	PRP8 pre-mRNA processing factor 8 homolog (yeast)
2	4	10	5	CM3-CT0337-053-D03	AW363607	PRPH	Hs.37044	peripherin
2	4	10	6	CM0-CT0337-243-F11	BG876129	UNG	Hs.78853	uracil-DNA glycosylase
2	4	10	7	QV3-CT0553-345-G01	BC026903	ITPKC	Hs.21453	inositol 1,4,5-trisphosphate 3-kinase C
2	4	10	8	QV3-ET0200-520-F06	BF882677	FLJ23231	Hs.288300	hypothetical protein FLJ23231
2	4	10	9	PM0-OT0216-002-C08	BI044000	FLJ32421	Hs.6236	hypothetical protein FLJ32421
2	4	10	10	MR0-BN0070-032-G11	BF327170	FLJ14011	Hs.433473	hypothetical zinc finger protein FLJ14011
3	1	1	1	LYS				
3	1	1	2	BLANK				
3	1	1	3	RC3-GN0023-017-E07	BG000165	RNASEH1	Hs.511960	ribonuclease H1
3	1	1	4	RC2-ET0020-013-A07	AW946550	MTMR3	Hs.412833	myotubularin related protein 3
3	1	1	5	MR3-UT0050-007-G04	BF094594	HIVEP2	Hs.75063	human immunodeficiency virus type I enhancer binding protein 2
3	1	1	6	QV3-BN0046-256-D06	BE813913	RB1	Hs.408528	retinoblastoma 1 (including osteosarcoma)
3	1	1	7	QV3-DT0019-055-D09	AF261088	ACO1	Hs.319677	aconitase 1, soluble
3	1	1	8	PM0-ET0208-004-C03	BI013186	NOLC1	Hs.75337	nucleolar and coiled-body phosphoprotein 1
3	1	1	9	CM1-TN0141-407-F04	BF093498	SLC4A8	Hs.370636	solute carrier family 4, sodium bicarbonate cotransporter, member 8
3	1	1	10	MR0-HT0559-028-A01	AK025093		Hs.218008	CDNA: FLJ21440 fis, clone COL04389
3	1	2	1	BLANK				
3	1	2	2	BLANK				
3	1	2	3	MR4-HT1075-002-H03	BG997241	LMTK2	Hs.122708	lemur tyrosine kinase 2
3	1	2	4	QV0-TT0009-055-F04	AW393875	TNFAIP3	Hs.211600	tumor necrosis factor, alpha-induced protein 3
3	1	2	5	QV0-ET0151-473-B12	BF873454	DGKA	Hs.172690	diacylglycerol kinase, alpha 80kDa
3	1	2	6	QV4-BT0536-059-C01	AW373678	PACE4	Hs.117874	paired basic amino acid cleaving system 4
3	1	2	7	QV2-PT0012-038-B09	AW875419	ODZ2	Hs.173560	odd Oz/ten-m homolog 2
3	1	2	8	RC0-NT0156-031-C08	BF927795	IL18RAP	Hs.158315	interleukin 18 receptor accessory protein
3	1	2	9	PM2-BT0762-001-A02	AK021515	SSX2IP	Hs.22587	synovial sarcoma, X breakpoint 2 interacting protein
3	1	2	10	MR1-CI0021-003-G11	BF800006	S100P	Hs.2962	S100 calcium binding protein P
3	1	3	1	RC0-DT0076-031-B05	AW579481	OGT	Hs.405410	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
3	1	3	2	QV1-BT0182-520-C10	BF747510	H326	Hs.120904	H326
3	1	3	3	CM1-CI0094-470-H06	BF800773	DKFZP564D0478	Hs.321214	hypothetical protein DKFZp564D0478
3	1	3	4	RC0-EN0025-021-D10	BQ328862	ABCA3	Hs.26630	ATP-binding cassette, sub-family A (ABC1), member 3
3	1	3	5	PM3-ET0272-004-C11	BI017825	SYK	Hs.192182	spleen tyrosine kinase
3	1	3	6	QV0-EN0058-441-A07	BQ329636	C18orf8	Hs.287633	chromosome 18 open reading frame 8
3	1	3	7	CM1-TN0135-410-E02	BF093195	SYCP1	Hs.112743	synaptonemal complex protein 1
3	1	3	8	QV3-BN0047-284-A08	AJ420572		Hs.520306	MRNA full length insert cDNA clone EUROIMAGE 1635266
3	1	3	9	QV0-BN0041-180-F09	AB062423	GALNAC4S-6ST	Hs.523379	B cell RAG associated protein
3	1	3	10	PM0-FT0204-002-D02	BQ373475	OLFM1	Hs.74376	olfactomedin 1
3	1	4	1	RC2-ET0023-015-B10	BE827863	HTF9C	Hs.63609	HpaII tiny  fragments locus 9C
3	1	4	2	QV1-DT0072-056-D06	AW605631	VDRIP	Hs.181112	vitamin D receptor interacting protein
3	1	4	3	CM4-LT0057-080-E12	AW608226	RAB1B	Hs.300816	RAB1B, member RAS oncogene family
3	1	4	4	CM2-HT0176-017-A04	AW367997	EXTL2	Hs.357637	exostoses (multiple)-like 2
3	1	4	5	QV4-BN0090-138-D04	BE002660	LPIN1	Hs.81412	lipin 1
3	1	4	6	MR3-HN0063-005-D09	BI000122	PHF19	Hs.223474	PHD finger protein 19
3	1	4	7	MR4-TN0114-102-G12	AK025782	ZNF216	Hs.406096	zinc finger protein 216
3	1	4	8	MR1-BT0796-001-B04	BE695452	ACTR3	Hs.433512	ARP3 actin-related protein 3 homolog (yeast)
3	1	4	9	MR0-GN0175-203-H02	BI057614	EXT2	Hs.75334	exostoses (multiple) 2
3	1	4	10	MR3-CT0462-003-E01	BE927749	SPEC2	Hs.5985	non-kinase Cdc42 effector protein SPEC2
3	1	5	1	RC2-UT0023-011-B01	BE698667	IL15	Hs.528402	interleukin 15
3	1	5	2	PM2-CT0265-011-G05	BG959754	FCHSD2	Hs.19056	FCH and double SH3 domains 2
3	1	5	3	RC1-BT0314-013-E02	BE065293	GREB1	Hs.438037	GREB1 protein
3	1	5	4	PM3-ET0262-001-G06	AK022486	FLNB	Hs.81008	filamin B, beta (actin binding protein 278)
3	1	5	5	RC0-CT0380-031-A12	AW579059	ARHGAP17	Hs.203605	Rho GTPase activating protein 17
3	1	5	6	QV2-BT0258-020-F04	AW370640	SLC29A3	Hs.438419	solute carrier family 29 (nucleoside transporters), member 3
3	1	5	7	MR4-RT0048-001-G06	BI007678	DKFZP761D0211	Hs.322456	hypothetical protein DKFZp761D0211
3	1	5	8	MR1-HT0714-001-H02	BE714106	FLJ23153	Hs.44208	likely ortholog of mouse tumor necrosis-alpha-induced adipose-related protein
3	1	5	9	PM3-BT0346-001-D11	AW577006	MXD4	Hs.511752	MAX dimerization protein 4
3	1	5	10	MR1-GN0173-009-B10	AK023591			
3	1	6	1	RC0-HT0885-031-C08	BE720216	TTC15	Hs.5008	tetratricopeptide repeat domain 15
3	1	6	2	QV2-NT0146-468-B05	BF920339	SPC18	Hs.9534	signal peptidase complex (18kD)
3	1	6	3	RC3-CT0297-018-A02	BE696195	CYP2J2	Hs.152096	cytochrome P450, family 2, subfamily J, polypeptide 2
3	1	6	4	CM0-HT0677-354-A04	BE184360	CINP	Hs.129634	cyclin-dependent kinase 2-interacting protein
3	1	6	5	MR0-HT0208-204-E08	AW378000	RAB7L1	Hs.115325	RAB7, member RAS oncogene family-like 1
3	1	6	6	PM1-HT0340-003-F08	AW382930	NDRG4	Hs.322430	NDRG family member 4
3	1	6	7	QV3-GN0204-440-B09	BF997662	GIT2	Hs.418057	G protein-coupled receptor kinase-interactor 2
3	1	6	8	PM0-GN0344-004-B03	BI056280	COL15A1	Hs.409034	collagen, type XV, alpha 1
3	1	6	9	MR3-NN1122-004-H09	BE704130	OMG	Hs.445237	oligodendrocyte myelin glycoprotein
3	1	6	10	MR2-NN1112-002-D09	BE703748	MSC	Hs.42474	musculin (activated B-cell factor-1)
3	1	7	1	RC0-CS0047-021-B08	BF761138	DCXR	Hs.9857	dicarbonyl/L-xylulose reductase
3	1	7	2	PM2-DT0042-004-H11	AW937296	CDCA2	Hs.373547	cell division cycle associated 2
3	1	7	3	CM0-CI0139-656-E10	BF802607	RPL37A	Hs.433701	ribosomal protein L37a
3	1	7	4	CM1-NT0270-678-H02	BF935409	PNUTL2	Hs.287518	peanut-like 2 (Drosophila)
3	1	7	5	RC0-ET0130-031-G09	BF877578	SEC63	Hs.330767	SEC63-like (S. cerevisiae)
3	1	7	6	QV4-HT0536-127-A08	BE170147	KIAA0795	Hs.22926	KIAA0795 protein
3	1	7	7	CM1-HT0760-252-G05	BE716234	PDGFRL	Hs.170040	platelet-derived growth factor receptor-like
3	1	7	8	MR3-SN0010-103-D07	AW863668	C14orf123	Hs.279761	chromosome 14 open reading frame 123
3	1	7	9	MR2-NT0138-001-C10	BF925974	LCHN	Hs.233044	LCHN protein
3	1	7	10	PM0-CN0150-001-E06	BG982805	NIFIE14	Hs.9234	seven transmembrane domain protein
3	1	8	1	RC2-TN0125-011-B09	BE844201	TCF12	Hs.438166	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)
3	1	8	2	CM0-BN0106-293-C10	BE004476	CGI-77	Hs.30532	CGI-77 protein
3	1	8	3	RC2-CN0085-110-F12	BF768346	KIAA1361	Hs.15119	serine/threonine protein kinase TAO1 homolog
3	1	8	4	PM0-HN0073-002-B02	AB028998	TENC1	Hs.6147	tensin like C1 domain containing phosphatase
3	1	8	5	RC0-AN0042-031-C07	BF325951	C22orf20	Hs.266738	chromosome 22 open reading frame 20
3	1	8	6	QV0-FN0182-305-H01	BE840322	SYNPO2	Hs.24192	synaptopodin 2
3	1	8	7	MR0-NT0039-001-B08	AW890224	DEF6	Hs.15476	differentially expressed in FDCP 6 homolog (mouse)
3	1	8	8	CM0-AN0004-517-B06	AK027175	LRP4	Hs.4930	low density lipoprotein receptor-related protein 4
3	1	8	9	MR1-HT1064-012-D09	BF845216	P24B	Hs.424551	integral type I protein
3	1	8	10	PM0-NT0319-004-A09	BI042019	OGDH	Hs.168669	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
3	1	9	1	RC0-TN0080-033-H06	BE938622	76P	Hs.497941	gamma tubulin ring complex protein (76p gene)
3	1	9	2	CM1-NN0211-474-A08	BF944974	NRXN3	Hs.247837	neurexin 3
3	1	9	3	CM0-GN0162-627-B08	BF991178	PTPRU	Hs.19718	protein tyrosine phosphatase, receptor type, U
3	1	9	4	MR4-UM0021-007-E02	BE774695	MRPL44	Hs.203559	mitochondrial ribosomal protein L44
3	1	9	5	RC4-NT0054-012-C01	AW890897	OLIG2	Hs.176977	oligodendrocyte lineage transcription factor 2
3	1	9	6	QV4-FT0004-300-G01	BE768318	SMYD2	Hs.66170	SET and MYND domain containing 2
3	1	9	7	QV3-BN0047-258-C07	BE814084	ZNF183	Hs.74823	zinc finger protein 183 (RING finger, C3HC4 type)
3	1	9	8	MR1-HT1064-012-B02	BF845206	TNKS1BP1	Hs.9645	tankyrase 1 binding protein 1, 182kDa
3	1	9	9	QV3-MT0128-415-F05	BF892050	OSBPL11	Hs.61260	oxysterol binding protein-like 11
3	1	9	10	MR0-CT0451-012-H09	BF754702	HT007	Hs.476335	uncharacterized hypothalamus protein HT007
3	1	10	1	RC1-IT0025-011-G04	BF770608	PRO0659	Hs.6451	PRO0659 protein
3	1	10	2	CM0-MT0390-767-A11	BI023188	DEPDC4	Hs.250472	DEP domain containing 4
3	1	10	3	CM3-SN0032-170-G03	AW866947	CDC14A	Hs.405214	CDC14 cell division cycle 14 homolog A (S. cerevisiae)
3	1	10	4	MR1-ST0111-008-H12	AB033107	ZNF608	Hs.93738	zinc finger protein 608
3	1	10	5	QV0-HT0366-087-C07	AW606299	SHC1	Hs.433795	SHC (Src homology 2 domain containing) transforming protein 1
3	1	10	6	QV4-GN0144-434-G10	BF985603	CMIP	Hs.19597	c-Maf-inducing protein
3	1	10	7	QV1-HT0638-200-D06	BE710880	TPBG	Hs.82128	trophoblast glycoprotein
3	1	10	8	MR4-MT0255-208-A06	BI029834	B4GALT3	Hs.321231	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
3	1	10	9	MR3-GN0187-012-B08	BG003134	PLEKHB2	Hs.307033	pleckstrin homology domain containing, family B (evectins) member 2
3	1	10	10	MR0-HT0559-025-B10	BE708176	TSG101	Hs.444556	tumor susceptibility gene 101
3	2	1	1	PHE				
3	2	1	2	BLANK				
3	2	1	3	CM1-ET0192-668-G04	BF884651	MAPRE2	Hs.446375	microtubule-associated protein, RP/EB family, member 2
3	2	1	4	RC2-HT0221-031-D01	BC011171	SERPING1	Hs.384598	serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)
3	2	1	5	QV4-CI0098-502-A09	BQ323894	USP36	Hs.11387	ubiquitin specific protease 36
3	2	1	6	RC0-HT0934-024-H09	BE934731	FNBP3	Hs.298735	formin binding protein 3
3	2	1	7	QV4-GN0143-574-C11	BC001937	384D8-2	Hs.180903	hypothetical protein 384D8_6
3	2	1	8	MR4-RT0045-008-A09	BI009934	SIK2	Hs.306864	salt-inducible serine/threonine kinase 2
3	2	1	9	MR0-NT0039-001-D01	AW890225	DNCH2	Hs.27497	dynein, cytoplasmic, heavy polypeptide 2
3	2	1	10	PM0-SN0014-001-E07	BC013131	ARL10C	Hs.277255	ADP-ribosylation factor-like 10C
3	2	2	1	BLANK				
3	2	2	2	BLANK				
3	2	2	3	QV1-MT0223-535-D09	BF899607	MYO18A	Hs.354085	myosin XVIIIA
3	2	2	4	MR1-UM0063-002-A06	AW800682	PLAA	Hs.27182	phospholipase A2-activating protein
3	2	2	5	MR3-EN0089-001-B11	BQ329390	ZNF331	Hs.147644	zinc finger protein 331
3	2	2	6	QV2-HT0577-150-G03	BE174959	KIAA0674	Hs.522351	KIAA0674 protein
3	2	2	7	CM0-UT0007-520-C11	BF379185	CIDEB	Hs.448590	cell death-inducing DFFA-like effector b
3	2	2	8	PM0-BT0275-001-G01	AW370972	DKFZP564G2022	Hs.200692	DKFZP564G2022 protein
3	2	2	9	MR1-RT0079-006-D12	BI006287	KLHDC2	Hs.415236	kelch domain containing 2
3	2	2	10	PM0-HT0349-002-B10	BQ348674	KIAA1363	Hs.22941	KIAA1363 protein
3	2	3	1	QV2-OT0062-203-B02	AK021540		Hs.400256	CDNA FLJ11478 fis, clone HEMBA1001781
3	2	3	2	MR0-HT0160-005-A01	BE143214	MIG-6	Hs.11169	mitogen-inducible gene 6
3	2	3	3	CM1-HB0002-639-G07	BF741156	EPHA1	Hs.89839	EphA1
3	2	3	4	MR0-HT0241-008-A09	BE148500	FIBL-6	Hs.334485	hemicentin
3	2	3	5	QV4-OT0067-275-F11	BE833558	SGPL1	Hs.186613	sphingosine-1-phosphate lyase 1
3	2	3	6	RC4-OT0071-012-E02	BC001540	DOK4	Hs.279832	docking protein 4
3	2	3	7	CM1-NT0084-292-F08	BE764862	TRIM9	Hs.75090	tripartite motif-containing 9
3	2	3	8	QV3-HT0264-018-D02	BE150173	NEDL2	Hs.210381	NEDD4-related E3 ubiquitin ligase NEDL2
3	2	3	9	QV1-CT0417-313-H12	BF335139	FLJ20294	Hs.367804	hypothetical protein FLJ20294
3	2	3	10	PM0-GN0513-005-F08	BQ368170	GPC3	Hs.119651	glypican 3
3	2	4	1	RC2-ET0022-014-A11	NM_000216	KAL1	Hs.380850	Kallmann syndrome 1 sequence
3	2	4	2	CM3-GN0052-334-G03	BF086090	FMNL3	Hs.179838	formin-like 3
3	2	4	3	RC2-UT0087-110-A02	BQ378929	TRIM5	Hs.350517	tripartite motif-containing 5
3	2	4	4	RC0-CT0160-001-E01	BC005078	FLJ10996	Hs.98324	hypothetical protein FLJ10996
3	2	4	5	IL3-CT0219-022-G02	BQ316222	LOC85865	Hs.131729	hypothetical protein BC004923
3	2	4	6	QV2-BT0258-014-A10	AW370556	NAGK	Hs.7036	N-acetylglucosamine kinase
3	2	4	7	CM1-CT0339-053-D11	AW363624	GAS41	Hs.4029	glioma-amplified sequence-41
3	2	4	8	MR3-GN0029-001-G11	BE929592	FEZ2	Hs.258563	fasciculation and elongation protein zeta 2 (zygin II)
3	2	4	9	MR2-HT0757-017-H10	BE715962	RAD18	Hs.375684	RAD18 homolog (S. cerevisiae)
3	2	4	10	PM0-UM0018-006-D11	BE774624	NS	Hs.313544	nucleostemin
3	2	5	1	RC2-FN0094-016-C10	BE837698	LOC196337	Hs.125506	hypothetical protein LOC196337
3	2	5	2	CM0-TN0034-493-G10	NM_002210	ITGAV	Hs.436873	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)
3	2	5	3	RC1-BT0721-011-H05	BE090733	GFRA1	Hs.444372	GDNF family receptor alpha 1
3	2	5	4	RC0-NT0124-021-C07	BE767438	GFAP	Hs.406397	glial fibrillary acidic protein
3	2	5	5	QV4-UM0094-136-G07	U26173	NFIL3	Hs.79334	nuclear factor, interleukin 3 regulated
3	2	5	6	RC2-FN0094-019-C08	BE837825	CD2BP2	Hs.202677	CD2 antigen (cytoplasmic tail) binding protein 2
3	2	5	7	QV3-ET0174-508-C08	BF883205	PDE4DIP	Hs.502577	phosphodiesterase 4D interacting protein (myomegalin)
3	2	5	8	MR4-NT0143-007-C07	BI042292	ACSL6	Hs.14945	acyl-CoA synthetase long-chain family member 6
3	2	5	9	MR2-NT0139-002-H07	BF927075	DOCK1	Hs.437620	dedicator of cytokinesis 1
3	2	5	10	RC1-HT0939-021-B12	BE934742	DKFZp547E052	Hs.233419	hypothetical protein DKFZp547E052
3	2	6	1	RC2-BN0033-019-F08	AW993456	RPL22	Hs.326249	ribosomal protein L22
3	2	6	2	MR2-EN0091-008-C12	BF853741	LOC132241	Hs.437334	hypothetical protein LOC132241
3	2	6	3	CM3-NN1040-156-A08	AF049127	ORC5L	Hs.153138	origin recognition complex, subunit 5-like (yeast)
3	2	6	4	RC0-ET0129-032-A05	BI014580	ACOX3	Hs.12773	acyl-Coenzyme A oxidase 3, pristanoyl
3	2	6	5	QV4-FT0005-203-F02	AW949094	MSH5	Hs.132399	mutS homolog 5 (E. coli)
3	2	6	6	CM0-PT0049-140-D01	X89079	PROCR	Hs.82353	protein C receptor, endothelial (EPCR)
3	2	6	7	IL3-ST0024-001-B01	AI940621	PIGS	Hs.414241	phosphatidylinositol glycan, class S
3	2	6	8	QV2-EN0097-600-E03	BI011265	RRAD	Hs.1027	Ras-related associated with diabetes
3	2	6	9	MR3-KT0051-002-B11	BG945958	LAMA3	Hs.83450	laminin, alpha 3
3	2	6	10	PM0-HT1311-002-E10	BG999163	MASP2	Hs.119983	mannan-binding lectin serine protease 2
3	2	7	1	IL0-BT0168-135-G09	AW369793	ANKRD10	Hs.164969	ankyrin repeat domain 10
3	2	7	2	CM0-TN0037-506-D07	BE937918	CGN	Hs.18376	cingulin
3	2	7	3	CM1-HT0877-426-A09	BF088465	PENK	Hs.339831	proenkephalin
3	2	7	4	CM1-CI0092-503-A06	BF801989	MOV10	Hs.512586	Mov10, Moloney leukemia virus 10, homolog (mouse)
3	2	7	5	CM2-BT0266-037-A12	AW748743	SRPX	Hs.15154	sushi-repeat-containing protein, X-linked
3	2	7	6	QV2-HT0577-148-E06	BE174851	BCL9	Hs.415209	B-cell CLL/lymphoma 9
3	2	7	7	CM1-NN1006-180-C02	AW900685	HOP	Hs.13775	homeodomain-only protein
3	2	7	8	RC0-AN0040-032-C10	BQ291667	KIF20A	Hs.73625	kinesin family member 20A
3	2	7	9	CM0-BT0301-094-G03	AW371649	ZMYND12	Hs.294009	zinc finger, MYND domain containing 12
3	2	7	10	PM0-CI0114-001-A12	BF802276	FLJ21977	Hs.432997	hypothetical protein FLJ21977
3	2	8	1	QV2-NN0045-516-H02	BF959886	CDH18	Hs.57691	cadherin 18, type 2
3	2	8	2	PM2-DT0023-001-A01	AW936576	BAT5	Hs.388188	HLA-B associated transcript 5
3	2	8	3	MR0-HT0209-106-A02	BQ350295	COMP	Hs.1584	cartilage oligomeric matrix protein
3	2	8	4	RC3-BT0661-022-A07	BE926758	UGCGL1	Hs.105794	UDP-glucose ceramide glucosyltransferase-like 1
3	2	8	5	RC0-HT0771-023-A03	BE717103	VCP	Hs.408723	valosin-containing protein
3	2	8	6	MR3-HN0063-005-H04	BI000126	ANGPT2	Hs.115181	angiopoietin 2
3	2	8	7	MR3-OT0007-207-D03	AW878300	C14orf120	Hs.9043	chromosome 14 open reading frame 120
3	2	8	8	QV0-BN0041-145-F01	AW995083	NCKAP1	Hs.278411	NCK-associated protein 1
3	2	8	9	QV1-CS0008-379-F04	BQ322349	GYLTL1B	Hs.86543	glycosyltransferase-like 1B
3	2	8	10	PM0-AN0087-005-F04	BF733585	CTNNAL1	Hs.58488	catenin (cadherin-associated protein), alpha-like 1
3	2	9	1	RC3-BT0319-012-E03	AW576905	CYSLTR1	Hs.201300	cysteinyl leukotriene receptor 1
3	2	9	2	RC3-FN0201-011-F10	BF855145	HOXB13	Hs.66731	homeo box B13
